registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,insurance,transmission_type,owner_type,fuel_type,body_type
2015,1998,50000,160.0,5.0,14.0,4.15,8252,5.773699999999994,Third Party insurance,Automatic,Third Owner,Diesel,Sedan
2020,998,40000,70.0,5.0,22.0,4.5,8253,4.4368,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2022,1199,15061,120.0,5.0,18.0,10.5,8254,10.542000000000003,Comprehensive,Manual,First Owner,Petrol,SUV
2013,1248,104493,90.0,5.0,20.0,1.7,8255,2.282299999999997,Third Party,Manual,First Owner,Diesel,Sedan
2018,1198,148900,70.0,5.0,20.0,2.61,8256,3.149700000000005,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2010,1248,110000,80.0,5.0,18.0,2.4,8257,2.2900000000000023,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2016,1198,17512,80.0,5.0,18.0,3.9,8258,4.409599999999996,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2019,1597,63660,120.0,7.0,20.0,16.5,8259,14.402599999999996,Not Available,Automatic,First Owner,Diesel,SUV
2022,1199,10000,90.0,5.0,20.0,5.9,8260,6.365399999999993,Third Party insurance,Manual,Second Owner,Petrol,SUV
2018,1199,64666,80.0,5.0,24.0,4.93,8261,4.817400000000003,Comprehensive,Manual,First Owner,Petrol,Hatchback
2016,1197,48563,90.0,5.0,22.0,5.27,8262,5.128299999999995,Comprehensive,Manual,Second Owner,Petrol,Sedan
2012,2179,160351,140.0,7.0,16.0,4.15,8263,4.354099999999995,Not Available,Manual,First Owner,Diesel,SUV
2018,1364,26195,70.0,5.0,24.0,5.52,8265,5.517199999999995,Third Party,Manual,First Owner,Diesel,Hatchback
2015,998,30000,70.0,5.0,20.0,3.3,8266,3.416300000000005,Third Party insurance,Automatic,Second Owner,Petrol,Hatchback
2015,1197,94121,80.0,5.0,18.0,5.39,8268,4.973199999999994,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2019,1368,20000,100.0,5.0,20.0,7.5,8269,7.922700000000001,Third Party insurance,Manual,First Owner,Petrol,Sedan
2017,1995,65000,190.0,5.0,22.0,32.0,8270,30.175300000000004,Comprehensive,Automatic,First Owner,Diesel,Sedan
2016,1198,110267,70.0,5.0,20.0,3.51,8271,3.640599999999998,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2022,999,1763,70.0,5.0,18.0,6.12,8272,6.174800000000002,Comprehensive,Manual,First Owner,Petrol,SUV
2016,1197,91117,80.0,5.0,22.0,4.32,8273,4.332799999999995,Third Party,Manual,First Owner,Petrol,Hatchback
2015,1373,64000,90.0,5.0,20.0,5.95,8274,5.8013,Third Party insurance,Manual,First Owner,Petrol,Sedan
2017,1498,110000,110.0,5.0,22.0,5.2,8275,5.552699999999996,Third Party insurance,Manual,First Owner,Diesel,Sedan
2015,1197,87868,80.0,5.0,18.0,4.4,8276,4.4047999999999945,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2021,999,20000,110.0,5.0,18.0,9.3,8277,9.56139999999999,Third Party insurance,Manual,First Owner,Petrol,Sedan
2020,1197,12000,80.0,5.0,20.0,5.75,8278,5.891700000000001,Comprehensive,Manual,First Owner,Petrol,Hatchback
2014,1197,31946,90.0,5.0,22.0,4.04,8279,4.127500000000003,Comprehensive,Manual,First Owner,Petrol,Hatchback
2011,1591,100000,120.0,5.0,18.0,2.4,8280,2.6757000000000017,Third Party insurance,Manual,Third Owner,Petrol,Sedan
2015,1461,68739,80.0,5.0,20.0,6.76,8281,6.300099999999995,Third Party,Manual,Second Owner,Diesel,SUV
2017,1373,80000,90.0,5.0,20.0,5.25,8282,5.593399999999999,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2017,1197,50484,80.0,5.0,22.0,5.95,8283,6.0208,Comprehensive,Automatic,Second Owner,Petrol,Hatchback
2019,1498,63449,100.0,5.0,24.0,9.42,8284,9.298899999999987,Third Party,Manual,First Owner,Diesel,SUV
2011,1197,58000,80.0,5.0,16.0,3.4,8285,3.333499999999998,Comprehensive,Automatic,Second Owner,Petrol,Hatchback
2019,1196,40000,90.0,5.0,18.0,4.8,8286,5.003900000000005,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2018,1497,80000,120.0,5.0,18.0,8.75,8287,8.2486,Third Party insurance,Manual,First Owner,Petrol,Sedan
2020,1197,33702,80.0,5.0,20.0,6.03,8288,6.148299999999989,Zero Dep,Manual,First Owner,Petrol,Sedan
2018,1497,42000,120.0,5.0,18.0,5.0,8289,5.8309000000000015,Third Party insurance,Manual,First Owner,Petrol,Sedan
2017,1248,90250,70.0,5.0,28.0,6.72,8290,6.621300000000012,Zero Dep,Manual,First Owner,Diesel,Sedan
2016,1968,20331,190.0,5.0,18.0,28.0,8291,25.9598,Not Available,Automatic,Second Owner,Diesel,Sedan
2013,2982,109618,170.0,7.0,12.0,11.54,8292,11.893399999999986,Not Available,Automatic,First Owner,Diesel,SUV
2018,1199,28473,90.0,5.0,18.0,6.85,8293,6.651800000000009,Comprehensive,Manual,First Owner,Petrol,SUV
2016,1197,18944,80.0,5.0,18.0,4.79,8294,4.913200000000006,Comprehensive,Manual,First Owner,Petrol,Hatchback
2018,1197,38502,80.0,5.0,22.0,6.8,8295,6.642699999999995,Comprehensive,Manual,First Owner,Petrol,Hatchback
2021,1498,26000,100.0,5.0,24.0,11.45,8296,10.945000000000014,Third Party insurance,Manual,First Owner,Diesel,SUV
2021,1451,20000,140.0,6.0,12.0,19.0,8297,19.1721,Third Party insurance,Automatic,First Owner,Petrol,SUV
2017,1199,30000,80.0,5.0,24.0,4.7,8299,4.567999999999994,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2012,1197,72000,80.0,5.0,20.0,2.5,8300,2.4355000000000007,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2014,1120,46488,70.0,5.0,24.0,4.95,8301,4.338899999999997,Comprehensive,Manual,First Owner,Diesel,Sedan
2019,1197,30444,80.0,5.0,22.0,6.12,8302,6.063100000000003,Zero Dep,Manual,First Owner,Petrol,Sedan
2017,1197,35029,90.0,5.0,22.0,4.51,8303,4.752099999999995,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2015,998,94458,70.0,5.0,20.0,2.99,8304,2.9682000000000026,Zero Dep,Manual,Second Owner,Petrol,Hatchback
2018,1197,30000,80.0,5.0,22.0,6.25,8305,6.095,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2019,1591,54683,120.0,5.0,14.0,11.63,8306,11.785200000000003,Third Party insurance,Automatic,First Owner,Petrol,SUV
2018,1197,30000,80.0,5.0,22.0,6.5,8307,6.516899999999998,Comprehensive,Manual,First Owner,Petrol,Hatchback
2014,1461,172295,80.0,5.0,20.0,3.4,8309,3.594599999999997,Not Available,Manual,First Owner,Diesel,SUV
2022,1498,1800,110.0,5.0,16.0,14.84,8310,14.59229999999999,Comprehensive,Manual,First Owner,Petrol,SUV
2017,814,74366,60.0,5.0,22.0,3.05,8311,2.913000000000003,Zero Dep,Manual,Second Owner,Petrol,Hatchback
2017,999,65192,70.0,5.0,24.0,3.05,8312,3.1856000000000018,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2012,1197,34413,80.0,5.0,18.0,3.1,8313,2.876500000000001,Third Party,Manual,First Owner,Petrol,Hatchback
2011,998,73000,70.0,5.0,24.0,1.95,8314,1.9753999999999976,Third Party,Manual,First Owner,Petrol,Hatchback
2018,1248,112667,70.0,5.0,28.0,5.74,8315,6.013300000000004,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2022,1462,30000,100.0,5.0,20.0,13.0,8316,12.6602,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2018,1582,73000,130.0,5.0,22.0,10.5,8317,10.377500000000005,Comprehensive,Automatic,First Owner,Diesel,Sedan
2012,1197,42175,90.0,5.0,18.0,3.21,8319,3.1752,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2014,1498,117189,100.0,5.0,26.0,5.0,8320,4.8318,Not Available,Manual,First Owner,Diesel,Sedan
2022,999,7641,70.0,5.0,22.0,4.86,8321,4.8559000000000045,Third Party,Manual,Second Owner,Petrol,Hatchback
2016,2143,120000,170.0,5.0,18.0,25.0,8322,24.3829,Third Party insurance,Automatic,First Owner,Diesel,SUV
2019,1462,82000,100.0,5.0,20.0,7.65,8323,8.034299999999993,Third Party insurance,Manual,First Owner,Petrol,Sedan
2013,1248,70631,90.0,7.0,20.0,5.7,8324,5.829,Comprehensive,Manual,First Owner,Diesel,MUV
2016,1798,36000,140.0,5.0,14.0,8.5,8325,9.4596,Comprehensive,Automatic,First Owner,Petrol,Sedan
2017,1186,50000,70.0,5.0,24.0,3.15,8326,3.4814999999999987,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2017,1199,55600,90.0,5.0,18.0,5.35,8327,5.584200000000007,Comprehensive,Manual,First Owner,Petrol,SUV
2012,1197,51210,80.0,5.0,20.0,1.99,8328,2.1845000000000017,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2017,1196,53091,90.0,5.0,18.0,4.45,8329,4.536199999999994,Comprehensive,Manual,First Owner,Petrol,Sedan
2014,1498,80000,100.0,5.0,26.0,3.8,8330,4.089100000000005,Third Party insurance,Manual,Third Owner,Diesel,Sedan
2014,2982,81184,170.0,7.0,12.0,19.49,8331,18.313400000000005,Third Party insurance,Automatic,First Owner,Diesel,SUV
2022,1197,15800,80.0,5.0,20.0,6.45,8332,6.639800000000003,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2014,1991,68000,180.0,5.0,12.0,16.25,8333,15.485400000000004,Comprehensive,Automatic,Second Owner,Petrol,Sedan
2019,998,30899,70.0,5.0,24.0,3.84,8334,4.104299999999996,Zero Dep,Manual,First Owner,Petrol,Hatchback
2015,1193,87000,90.0,5.0,18.0,3.5,8335,3.591899999999999,Third Party insurance,Manual,First Owner,Petrol,Sedan
2016,1364,59819,70.0,5.0,24.0,4.56,8336,4.635000000000001,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2021,2393,37000,150.0,7.0,12.0,28.5,8337,26.480200000000004,Comprehensive,Manual,First Owner,Diesel,MUV
2021,1197,50000,80.0,5.0,22.0,5.3,8338,5.668699999999998,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2022,999,30000,70.0,7.0,20.0,6.6,8339,6.934100000000008,Third Party insurance,Manual,First Owner,Petrol,MUV
2021,1496,25000,120.0,5.0,14.0,10.49,8340,11.008500000000003,Zero Dep,Automatic,First Owner,Petrol,SUV
2018,1598,50000,100.0,5.0,14.0,6.25,8341,6.623500000000002,Comprehensive,Manual,First Owner,Petrol,SUV
2016,1396,107558,90.0,5.0,22.0,6.0,8342,5.7011,Not Available,Manual,First Owner,Diesel,Hatchback
2016,1197,37722,80.0,5.0,18.0,5.15,8343,5.021199999999994,Comprehensive,Manual,First Owner,Petrol,Hatchback
2009,1197,78789,80.0,5.0,20.0,2.0,8344,2.1145401,Not Available,Manual,First Owner,Petrol,Hatchback
2015,998,85233,70.0,5.0,26.0,3.75,8345,3.775,Third Party,Automatic,First Owner,Petrol,Hatchback
2018,1199,40031,80.0,5.0,20.0,4.98,8346,4.967500000000004,Comprehensive,Manual,First Owner,Petrol,Sedan
2021,1197,12268,80.0,5.0,22.0,9.09,8347,8.670300000000005,Zero Dep,Automatic,First Owner,Petrol,Hatchback
2016,1198,60000,70.0,7.0,20.0,2.31,8349,2.6733,Third Party insurance,Manual,First Owner,Petrol,MUV
2015,1248,70432,90.0,5.0,28.0,4.87,8350,4.926400000000002,Third Party,Manual,First Owner,Diesel,Sedan
2017,1497,80000,120.0,5.0,18.0,7.25,8351,7.285900000000001,Third Party insurance,Manual,First Owner,Petrol,Sedan
2012,1461,70000,110.0,5.0,20.0,3.5,8352,3.5536000000000003,Third Party insurance,Manual,Second Owner,Diesel,SUV
2014,1498,100000,100.0,5.0,26.0,5.5,8353,4.585800000000002,Third Party insurance,Manual,First Owner,Diesel,Sedan
2021,1462,20000,100.0,5.0,18.0,9.5,8354,9.4958,Third Party insurance,Manual,First Owner,Petrol,SUV
2008,1086,35000,70.0,5.0,20.0,1.6,8356,1.598999999999998,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2019,1197,25096,80.0,5.0,22.0,7.34,8357,6.824,Third Party,Manual,First Owner,Petrol,Hatchback
2017,1591,32483,120.0,5.0,18.0,9.04,8358,8.728799999999993,Third Party insurance,Automatic,Second Owner,Petrol,Sedan
2021,1197,97621,80.0,5.0,20.0,8.28,8359,7.934199999999987,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2017,1591,66552,120.0,5.0,18.0,6.45,8360,7.520000000000008,Comprehensive,Automatic,First Owner,Petrol,Sedan
2018,1591,23000,120.0,5.0,16.0,9.25,8361,9.501899999999996,Comprehensive,Automatic,First Owner,Petrol,Sedan
2020,1197,30000,80.0,5.0,20.0,6.9,8362,6.504399999999993,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2017,796,47619,50.0,5.0,22.0,3.34,8363,3.2696999999999976,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2021,1197,40000,80.0,5.0,22.0,7.15,8364,6.793599999999991,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2010,1298,120000,90.0,5.0,18.0,1.95,8365,1.8418999999999977,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2012,1198,57242,90.0,5.0,20.0,3.54,8366,3.530800000000002,Comprehensive,Manual,First Owner,Petrol,Hatchback
2015,1968,61000,170.0,5.0,18.0,21.95,8367,19.085700000000017,Comprehensive,Automatic,Second Owner,Diesel,Sedan
2019,1197,40000,80.0,5.0,22.0,5.65,8368,6.146599999999991,Comprehensive,Automatic,First Owner,Petrol,Maruti
2015,1498,97149,100.0,5.0,22.0,5.89,8369,5.764299999999992,Comprehensive,Manual,Second Owner,Diesel,SUV
2018,1197,63970,80.0,5.0,20.0,6.56,8370,5.936999999999996,Comprehensive,Manual,First Owner,Petrol,Sedan
2016,1199,27836,80.0,5.0,24.0,4.89,8371,4.715499999999993,Third Party,Manual,First Owner,Petrol,Hatchback
2017,2143,62000,200.0,5.0,16.0,23.99,8372,26.47269999999998,Comprehensive,Automatic,First Owner,Diesel,Sedan
2008,796,36383,50.0,5.0,20.0,1.65,8373,1.5625000000000009,Comprehensive,Manual,First Owner,Petrol,Hatchback
2012,998,150000,60.0,5.0,26.0,2.5,8374,2.387300000000001,Third Party insurance,Manual,First Owner,CNG,Hatchback
2018,1198,33714,80.0,5.0,20.0,4.41,8375,4.882200000000008,Third Party,Automatic,First Owner,Petrol,Hatchback
2013,1248,125000,90.0,7.0,20.0,6.0,8376,5.819599999999999,Third Party insurance,Manual,Second Owner,Diesel,MUV
2019,1198,53044,110.0,5.0,16.0,7.45,8378,7.621200000000004,Third Party insurance,Manual,First Owner,Petrol,SUV
2015,1197,59900,80.0,5.0,18.0,3.56,8379,3.757200000000001,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2010,1497,80000,120.0,5.0,16.0,2.5,8380,2.6181999999999994,Third Party insurance,Manual,First Owner,Petrol,Sedan
2017,1582,81400,130.0,5.0,18.0,11.5,8381,11.195299999999998,Comprehensive,Automatic,First Owner,Diesel,SUV
2022,1497,20000,110.0,5.0,16.0,10.9,8382,11.865000000000002,Third Party insurance,Manual,First Owner,Petrol,SUV
2014,1968,80000,170.0,5.0,16.0,11.0,8383,12.166500000000005,Third Party insurance,Automatic,Second Owner,Diesel,SUV
2019,1956,67000,140.0,5.0,16.0,10.9,8384,12.1222,Comprehensive,Manual,First Owner,Diesel,SUV
2016,1591,66123,120.0,5.0,16.0,8.25,8385,8.2609,Third Party,Manual,First Owner,Petrol,SUV
2018,1591,72000,120.0,5.0,16.0,9.35,8386,9.207600000000015,Third Party insurance,Manual,First Owner,Petrol,SUV
2019,1999,34000,180.0,5.0,16.0,49.25,8387,48.0505,Comprehensive,Automatic,First Owner,Diesel,SUV
2008,1197,70000,80.0,5.0,20.0,1.0,8388,1.2130999999999996,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2011,1968,106094,110.0,5.0,20.0,3.2,8389,3.3620999999999963,Not Available,Manual,First Owner,Diesel,Sedan
2018,1186,110000,70.0,5.0,26.0,3.6,8390,3.779700000000004,Third Party insurance,Manual,Second Owner,Diesel,Sedan
2014,1198,65000,90.0,5.0,16.0,3.95,8392,4.192199999999995,Comprehensive,Automatic,Second Owner,Petrol,Hatchback
2017,1248,89341,90.0,5.0,24.0,7.08,8393,6.890400000000002,Zero Dep,Manual,First Owner,Diesel,SUV
2010,1197,90000,80.0,5.0,20.0,1.8,8394,1.8464,Third Party insurance,Manual,Third Owner,Petrol,Hatchback
2015,1248,120000,70.0,5.0,24.0,3.1,8395,3.396000000000001,Third Party insurance,Manual,First Owner,Diesel,Sedan
2010,2143,110000,170.0,5.0,14.0,7.7,8397,7.917000000000006,Third Party insurance,Automatic,Fifth Owner,Diesel,Sedan
2018,1498,80000,100.0,5.0,26.0,7.5,8398,7.186400000000001,Third Party insurance,Manual,First Owner,Diesel,SUV
2007,796,80000,50.0,5.0,20.0,0.7,8399,0.785239300000001,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2019,1498,61000,100.0,5.0,14.0,9.25,8400,9.2879,Comprehensive,Automatic,Second Owner,Petrol,SUV
2018,1199,58648,80.0,5.0,24.0,4.97,8401,4.960400000000008,Zero Dep,Automatic,First Owner,Petrol,Hatchback
2020,1196,21619,90.0,5.0,18.0,5.97,8402,6.16390000000001,Zero Dep,Manual,First Owner,Petrol,Hatchback
2019,999,22000,80.0,5.0,18.0,6.35,8403,6.245500000000006,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2012,2199,89771,190.0,7.0,14.0,4.79,8404,7.6616,Not Available,Manual,First Owner,Diesel,SUV
2009,1086,80000,60.0,5.0,18.0,1.51,8405,1.4687913000000004,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2018,1373,24000,90.0,5.0,20.0,7.75,8406,7.561999999999997,Comprehensive,Manual,Second Owner,Petrol,Sedan
2016,998,30000,70.0,5.0,20.0,2.95,8407,3.203399999999996,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2018,1582,68000,130.0,5.0,18.0,11.95,8408,12.024700000000015,Comprehensive,Automatic,Second Owner,Diesel,SUV
2016,1248,50000,70.0,5.0,26.0,4.0,8409,4.442899999999998,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2019,998,42000,70.0,5.0,22.0,4.39,8410,4.450199999999994,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2015,1197,60000,80.0,5.0,18.0,4.0,8411,4.094499999999997,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2022,1199,20000,90.0,5.0,20.0,7.5,8412,7.459099999999999,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2019,1197,43000,80.0,5.0,22.0,5.45,8413,5.686899999999997,Comprehensive,Manual,First Owner,Petrol,Hatchback
2012,998,43902,70.0,5.0,18.0,2.33,8414,2.3432000000000026,Third Party,Manual,Second Owner,Petrol,Hatchback
2020,1493,30000,110.0,5.0,18.0,16.5,8415,16.7529,Third Party insurance,Automatic,First Owner,Diesel,SUV
2012,1197,60000,80.0,5.0,18.0,3.3,8416,2.968200000000004,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2017,1396,84250,90.0,5.0,22.0,6.7,8417,6.344600000000001,Comprehensive,Manual,Second Owner,Diesel,Hatchback
2019,1498,70000,80.0,5.0,24.0,7.5,8418,7.762100000000001,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2022,999,10000,110.0,5.0,20.0,13.0,8419,13.3993,Third Party insurance,Manual,First Owner,Petrol,SUV
2020,999,50000,70.0,7.0,20.0,7.5,8420,7.151500000000001,Third Party insurance,Manual,First Owner,Petrol,MUV
2022,2184,10000,130.0,4.0,16.0,18.0,8421,17.462500000000002,Comprehensive,Manual,First Owner,Diesel,SUV
2015,1498,81000,100.0,5.0,26.0,3.49,8422,4.093300000000003,Comprehensive,Manual,First Owner,Diesel,Sedan
2010,1497,50000,120.0,5.0,16.0,2.7,8423,2.6829999999999967,Third Party insurance,Manual,Third Owner,Petrol,Sedan
2022,1956,10000,170.0,5.0,16.0,19.95,8424,20.198000000000025,Third Party insurance,Manual,First Owner,Diesel,SUV
2021,1997,17000,150.0,4.0,16.0,14.25,8425,14.433899999999996,Zero Dep,Manual,First Owner,Petrol,SUV
2018,1197,20000,80.0,5.0,22.0,6.15,8426,6.100799999999993,Third Party insurance,Manual,First Owner,Petrol,Sedan
2014,1461,100000,80.0,5.0,22.0,3.55,8428,3.7499000000000033,Comprehensive,Manual,First Owner,Diesel,Sedan
2015,998,37083,70.0,5.0,20.0,4.07,8429,4.037899999999999,Comprehensive,Manual,First Owner,Petrol,Hatchback
2019,1591,33480,120.0,5.0,12.0,13.25,8430,12.900500000000005,Third Party insurance,Automatic,First Owner,Petrol,SUV
2022,1497,20000,110.0,5.0,22.0,14.9,8431,14.593400000000008,Third Party insurance,Automatic,First Owner,Diesel,SUV
2017,1248,43440,70.0,5.0,28.0,7.12,8432,6.988800000000003,Third Party,Automatic,Second Owner,Diesel,Sedan
2015,796,70000,50.0,5.0,22.0,2.1,8433,2.1475999999999984,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2016,998,53494,70.0,5.0,26.0,4.16,8434,3.940000000000005,Zero Dep,Manual,First Owner,Petrol,Hatchback
2017,1582,67793,130.0,5.0,22.0,6.0,8435,6.674600000000001,Third Party insurance,Manual,First Owner,Diesel,Sedan
2015,1498,67500,100.0,5.0,26.0,4.15,8436,4.461799999999993,Comprehensive,Manual,First Owner,Diesel,Sedan
2019,1199,56450,80.0,5.0,24.0,3.95,8437,4.158099999999996,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2016,1995,50000,190.0,5.0,22.0,20.99,8438,22.533799999999992,Comprehensive,Automatic,First Owner,Diesel,Sedan
2011,2199,111795,190.0,7.0,14.0,5.8,8439,7.909199999999995,Third Party insurance,Manual,First Owner,Diesel,SUV
2012,1995,90000,180.0,5.0,18.0,12.5,8441,12.066300000000004,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2012,1197,99500,90.0,5.0,22.0,3.13,8442,3.179499999999998,Comprehensive,Manual,First Owner,Petrol,Sedan
2013,2143,40000,170.0,5.0,20.0,9.0,8443,10.0276,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2011,1197,46592,80.0,5.0,18.0,2.06,8444,2.113665700000001,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2019,1591,16000,120.0,5.0,16.0,11.29,8445,11.375799999999993,Third Party insurance,Manual,First Owner,Petrol,SUV
2019,1956,24059,170.0,5.0,18.0,13.45,8446,14.02580000000002,Third Party,Manual,First Owner,Diesel,SUV
2016,1197,71265,80.0,5.0,18.0,4.92,8447,4.872100000000001,Third Party,Manual,Second Owner,Petrol,Hatchback
2015,1373,50000,90.0,5.0,20.0,6.75,8448,6.1913,Third Party insurance,Manual,First Owner,Petrol,Sedan
2021,1086,15171,70.0,5.0,20.0,5.7,8449,5.536799999999999,Zero Dep,Manual,First Owner,Petrol,Hatchback
2016,1396,120000,70.0,5.0,24.0,1.0,8450,1.5195,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2022,1349,20000,140.0,5.0,14.0,18.5,8451,18.548,Third Party insurance,Automatic,First Owner,Petrol,SUV
2020,1197,50000,80.0,5.0,22.0,7.5,8452,7.421800000000001,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2009,1248,78567,80.0,5.0,18.0,1.0,8453,1.4344427999999996,Not Available,Manual,Second Owner,Diesel,Hatchback
2008,1086,50000,70.0,5.0,20.0,1.3,8454,1.4153213999999994,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2013,1798,70000,160.0,5.0,14.0,5.36,8456,5.592000000000006,Third Party insurance,Automatic,Third Owner,Petrol,Sedan
2017,2393,54000,150.0,7.0,14.0,14.0,8457,15.328500000000002,Third Party insurance,Manual,First Owner,Diesel,MUV
2014,1197,120000,80.0,5.0,22.0,3.56,8458,3.5387000000000004,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2015,1197,86630,90.0,5.0,22.0,3.95,8459,4.057899999999995,Third Party,Manual,Second Owner,Petrol,Sedan
2020,1199,25395,90.0,5.0,20.0,8.8,8460,8.107499999999995,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2018,1396,34000,90.0,5.0,22.0,7.0,8461,7.7147000000000014,Third Party insurance,Manual,First Owner,Diesel,SUV
2014,998,54190,70.0,5.0,20.0,3.31,8462,3.421800000000001,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2017,999,48000,70.0,5.0,24.0,2.85,8463,2.894899999999999,Comprehensive,Manual,First Owner,Petrol,Hatchback
2018,1197,29000,80.0,5.0,18.0,5.65,8464,5.803899999999993,Comprehensive,Manual,First Owner,Petrol,Hatchback
2015,1591,105210,120.0,5.0,18.0,5.7,8465,5.536799999999999,Third Party,Manual,First Owner,Petrol,Sedan
2018,1248,55145,70.0,5.0,28.0,6.04,8466,6.449699999999999,Comprehensive,Automatic,First Owner,Diesel,Sedan
2015,998,45136,70.0,5.0,24.0,4.5,8467,4.3017,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2022,1462,10000,100.0,5.0,18.0,13.5,8468,12.7348,Third Party insurance,Automatic,First Owner,Petrol,SUV
2012,1799,80000,130.0,5.0,14.0,3.5,8469,3.5334000000000008,Third Party insurance,Manual,Third Owner,Petrol,Sedan
2009,1399,100000,90.0,5.0,14.0,1.5,8470,1.7767999999999995,Third Party insurance,Manual,Third Owner,Petrol,Sedan
2017,1199,86610,70.0,5.0,16.0,6.31,8471,6.013499999999997,Third Party,Manual,Second Owner,Petrol,Hatchback
2018,998,50000,70.0,5.0,24.0,3.7,8472,3.573799999999996,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2019,796,26642,50.0,5.0,22.0,3.27,8474,3.2502999999999984,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1950,59000,190.0,5.0,16.0,37.0,8475,34.89079999999999,Third Party,Automatic,Second Owner,Diesel,Sedan
2020,1493,33191,110.0,5.0,22.0,16.06,8476,15.163699999999976,Third Party,Automatic,First Owner,Diesel,Sedan
2017,1198,100000,90.0,5.0,18.0,4.99,8477,4.800500000000004,Third Party insurance,Manual,First Owner,Petrol,Sedan
2009,1061,90000,70.0,5.0,18.0,1.75,8478,1.5736,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2015,1198,108107,90.0,5.0,18.0,3.83,8480,3.919099999999999,Third Party insurance,Manual,First Owner,Petrol,Sedan
2016,1197,94426,90.0,5.0,22.0,5.31,8481,5.421599999999999,Comprehensive,Manual,First Owner,Petrol,Sedan
2019,1396,116988,90.0,5.0,24.0,7.35,8482,8.209100000000008,Comprehensive,Manual,First Owner,Diesel,SUV
2014,1497,45000,120.0,7.0,18.0,4.5,8483,4.492800000000001,Comprehensive,Manual,First Owner,Petrol,MUV
2021,1197,17695,80.0,5.0,22.0,7.65,8484,7.485199999999991,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2018,1497,37272,110.0,5.0,22.0,10.75,8486,10.2624,Comprehensive,Automatic,First Owner,Diesel,SUV
2012,936,150000,60.0,5.0,26.0,1.25,8487,1.4100000000000004,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2016,1248,90000,90.0,5.0,24.0,3.2,8488,4.051399999999996,Third Party insurance,Manual,Third Owner,Diesel,Sedan
2020,998,40000,70.0,5.0,22.0,4.0,8490,4.190499999999999,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2011,1197,74895,80.0,5.0,20.0,2.39,8491,2.4279999999999964,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
