,Date
6483,2023-07-02 18:36:26.600573154
6484,2023-07-02 19:17:02.476957632
6485,2023-07-02 19:57:38.353342110
6486,2023-07-02 20:38:14.229726588
6487,2023-07-02 21:18:50.106111066
6488,2023-07-02 21:59:25.982495544
6489,2023-07-02 22:40:01.858880024
6490,2023-07-02 23:20:37.735264502
6491,2023-07-03 00:01:13.611648980
6492,2023-07-03 00:41:49.488033458
6493,2023-07-03 01:22:25.364417936
6494,2023-07-03 02:03:01.240802416
6495,2023-07-03 02:43:37.117186894
6496,2023-07-03 03:24:12.993571372
6497,2023-07-03 04:04:48.869955850
6498,2023-07-03 04:45:24.746340328
6499,2023-07-03 05:26:00.622724806
6500,2023-07-03 06:06:36.499109286
6501,2023-07-03 06:47:12.375493764
6502,2023-07-03 07:27:48.251878242
6503,2023-07-03 08:08:24.128262720
6504,2023-07-03 08:49:00.004647198
6505,2023-07-03 09:29:35.881031676
6506,2023-07-03 10:10:11.757416156
6507,2023-07-03 10:50:47.633800634
6508,2023-07-03 11:31:23.510185112
6509,2023-07-03 12:11:59.386569590
6510,2023-07-03 12:52:35.262954068
6511,2023-07-03 13:33:11.139338548
6512,2023-07-03 14:13:47.015723026
6513,2023-07-03 14:54:22.892107504
6514,2023-07-03 15:34:58.768491982
6515,2023-07-03 16:15:34.644876460
6516,2023-07-03 16:56:10.521260938
6517,2023-07-03 17:36:46.397645418
6518,2023-07-03 18:17:22.274029896
6519,2023-07-03 18:57:58.150414374
6520,2023-07-03 19:38:34.026798852
6521,2023-07-03 20:19:09.903183330
6522,2023-07-03 20:59:45.779567808
6523,2023-07-03 21:40:21.655952288
6524,2023-07-03 22:20:57.532336766
6525,2023-07-03 23:01:33.408721244
6526,2023-07-03 23:42:09.285105722
6527,2023-07-04 00:22:45.161490200
6528,2023-07-04 01:03:21.037874680
6529,2023-07-04 01:43:56.914259158
6530,2023-07-04 02:24:32.790643636
6531,2023-07-04 03:05:08.667028114
6532,2023-07-04 03:45:44.543412592
6533,2023-07-04 04:26:20.419797070
6534,2023-07-04 05:06:56.296181550
6535,2023-07-04 05:47:32.172566028
6536,2023-07-04 06:28:08.048950506
6537,2023-07-04 07:08:43.925334984
6538,2023-07-04 07:49:19.801719462
6539,2023-07-04 08:29:55.678103940
6540,2023-07-04 09:10:31.554488420
6541,2023-07-04 09:51:07.430872898
6542,2023-07-04 10:31:43.307257376
6543,2023-07-04 11:12:19.183641854
6544,2023-07-04 11:52:55.060026332
6545,2023-07-04 12:33:30.936410810
6546,2023-07-04 13:14:06.812795290
6547,2023-07-04 13:54:42.689179768
6548,2023-07-04 14:35:18.565564246
6549,2023-07-04 15:15:54.441948724
6550,2023-07-04 15:56:30.318333202
6551,2023-07-04 16:37:06.194717682
6552,2023-07-04 17:17:42.071102160
6553,2023-07-04 17:58:17.947486638
6554,2023-07-04 18:38:53.823871116
6555,2023-07-04 19:19:29.700255594
6556,2023-07-04 20:00:05.576640072
6557,2023-07-04 20:40:41.453024552
6558,2023-07-04 21:21:17.329409030
6559,2023-07-04 22:01:53.205793508
6560,2023-07-04 22:42:29.082177986
6561,2023-07-04 23:23:04.958562464
6562,2023-07-05 00:03:40.834946942
6563,2023-07-05 00:44:16.711331422
6564,2023-07-05 01:24:52.587715900
6565,2023-07-05 02:05:28.464100378
6566,2023-07-05 02:46:04.340484856
6567,2023-07-05 03:26:40.216869334
6568,2023-07-05 04:07:16.093253814
6569,2023-07-05 04:47:51.969638292
6570,2023-07-05 05:28:27.846022770
6571,2023-07-05 06:09:03.722407248
6572,2023-07-05 06:49:39.598791726
6573,2023-07-05 07:30:15.475176204
6574,2023-07-05 08:10:51.351560684
6575,2023-07-05 08:51:27.227945162
6576,2023-07-05 09:32:03.104329640
6577,2023-07-05 10:12:38.980714118
6578,2023-07-05 10:53:14.857098596
6579,2023-07-05 11:33:50.733483074
6580,2023-07-05 12:14:26.609867554
6581,2023-07-05 12:55:02.486252032
6582,2023-07-05 13:35:38.362636510
6583,2023-07-05 14:16:14.239020988
6584,2023-07-05 14:56:50.115405466
6585,2023-07-05 15:37:25.991789946
6586,2023-07-05 16:18:01.868174424
6587,2023-07-05 16:58:37.744558902
6588,2023-07-05 17:39:13.620943380
6589,2023-07-05 18:19:49.497327858
6590,2023-07-05 19:00:25.373712336
6591,2023-07-05 19:41:01.250096816
6592,2023-07-05 20:21:37.126481294
6593,2023-07-05 21:02:13.002865772
6594,2023-07-05 21:42:48.879250250
6595,2023-07-05 22:23:24.755634728
6596,2023-07-05 23:04:00.632019206
6597,2023-07-05 23:44:36.508403686
6598,2023-07-06 00:25:12.384788164
6599,2023-07-06 01:05:48.261172642
6600,2023-07-06 01:46:24.137557120
6601,2023-07-06 02:27:00.013941598
6602,2023-07-06 03:07:35.890326078
6603,2023-07-06 03:48:11.766710556
6604,2023-07-06 04:28:47.643095034
6605,2023-07-06 05:09:23.519479512
6606,2023-07-06 05:49:59.395863990
6607,2023-07-06 06:30:35.272248468
6608,2023-07-06 07:11:11.148632948
6609,2023-07-06 07:51:47.025017426
6610,2023-07-06 08:32:22.901401904
6611,2023-07-06 09:12:58.777786382
6612,2023-07-06 09:53:34.654170860
6613,2023-07-06 10:34:10.530555338
6614,2023-07-06 11:14:46.406939818
6615,2023-07-06 11:55:22.283324296
6616,2023-07-06 12:35:58.159708774
6617,2023-07-06 13:16:34.036093252
6618,2023-07-06 13:57:09.912477730
6619,2023-07-06 14:37:45.788862208
6620,2023-07-06 15:18:21.665246688
6621,2023-07-06 15:58:57.541631166
6622,2023-07-06 16:39:33.418015644
6623,2023-07-06 17:20:09.294400122
6624,2023-07-06 18:00:45.170784600
6625,2023-07-06 18:41:21.047169080
6626,2023-07-06 19:21:56.923553558
6627,2023-07-06 20:02:32.799938036
6628,2023-07-06 20:43:08.676322514
6629,2023-07-06 21:23:44.552706992
6630,2023-07-06 22:04:20.429091470
6631,2023-07-06 22:44:56.305475950
6632,2023-07-06 23:25:32.181860428
6633,2023-07-07 00:06:08.058244906
6634,2023-07-07 00:46:43.934629384
6635,2023-07-07 01:27:19.811013862
6636,2023-07-07 02:07:55.687398340
6637,2023-07-07 02:48:31.563782820
6638,2023-07-07 03:29:07.440167298
6639,2023-07-07 04:09:43.316551776
6640,2023-07-07 04:50:19.192936254
6641,2023-07-07 05:30:55.069320732
6642,2023-07-07 06:11:30.945705212
6643,2023-07-07 06:52:06.822089690
6644,2023-07-07 07:32:42.698474168
6645,2023-07-07 08:13:18.574858646
6646,2023-07-07 08:53:54.451243124
6647,2023-07-07 09:34:30.327627602
6648,2023-07-07 10:15:06.204012082
6649,2023-07-07 10:55:42.080396560
6650,2023-07-07 11:36:17.956781038
6651,2023-07-07 12:16:53.833165516
6652,2023-07-07 12:57:29.709549994
6653,2023-07-07 13:38:05.585934472
6654,2023-07-07 14:18:41.462318952
6655,2023-07-07 14:59:17.338703430
6656,2023-07-07 15:39:53.215087908
6657,2023-07-07 16:20:29.091472386
6658,2023-07-07 17:01:04.967856864
6659,2023-07-07 17:41:40.844241344
6660,2023-07-07 18:22:16.720625822
6661,2023-07-07 19:02:52.597010300
6662,2023-07-07 19:43:28.473394778
6663,2023-07-07 20:24:04.349779256
6664,2023-07-07 21:04:40.226163734
6665,2023-07-07 21:45:16.102548214
6666,2023-07-07 22:25:51.978932692
6667,2023-07-07 23:06:27.855317170
6668,2023-07-07 23:47:03.731701648
6669,2023-07-08 00:27:39.608086126
6670,2023-07-08 01:08:15.484470604
6671,2023-07-08 01:48:51.360855084
6672,2023-07-08 02:29:27.237239562
6673,2023-07-08 03:10:03.113624040
6674,2023-07-08 03:50:38.990008518
6675,2023-07-08 04:31:14.866392996
6676,2023-07-08 05:11:50.742777476
6677,2023-07-08 05:52:26.619161954
6678,2023-07-08 06:33:02.495546432
6679,2023-07-08 07:13:38.371930910
6680,2023-07-08 07:54:14.248315388
6681,2023-07-08 08:34:50.124699866
6682,2023-07-08 09:15:26.001084346
6683,2023-07-08 09:56:01.877468824
6684,2023-07-08 10:36:37.753853302
6685,2023-07-08 11:17:13.630237780
6686,2023-07-08 11:57:49.506622258
6687,2023-07-08 12:38:25.383006736
6688,2023-07-08 13:19:01.259391216
6689,2023-07-08 13:59:37.135775694
6690,2023-07-08 14:40:13.012160172
6691,2023-07-08 15:20:48.888544650
6692,2023-07-08 16:01:24.764929128
6693,2023-07-08 16:42:00.641313608
6694,2023-07-08 17:22:36.517698086
6695,2023-07-08 18:03:12.394082564
6696,2023-07-08 18:43:48.270467042
6697,2023-07-08 19:24:24.146851520
6698,2023-07-08 20:05:00.023235998
6699,2023-07-08 20:45:35.899620478
6700,2023-07-08 21:26:11.776004956
6701,2023-07-08 22:06:47.652389434
6702,2023-07-08 22:47:23.528773912
6703,2023-07-08 23:27:59.405158390
6704,2023-07-09 00:08:35.281542868
6705,2023-07-09 00:49:11.157927348
6706,2023-07-09 01:29:47.034311826
6707,2023-07-09 02:10:22.910696304
6708,2023-07-09 02:50:58.787080782
6709,2023-07-09 03:31:34.663465260
6710,2023-07-09 04:12:10.539849738
6711,2023-07-09 04:52:46.416234218
6712,2023-07-09 05:33:22.292618696
6713,2023-07-09 06:13:58.169003174
6714,2023-07-09 06:54:34.045387652
6715,2023-07-09 07:35:09.921772130
6716,2023-07-09 08:15:45.798156610
6717,2023-07-09 08:56:21.674541088
6718,2023-07-09 09:36:57.550925566
6719,2023-07-09 10:17:33.427310044
6720,2023-07-09 10:58:09.303694522
6721,2023-07-09 11:38:45.180079000
6722,2023-07-09 12:19:21.056463480
6723,2023-07-09 12:59:56.932847958
6724,2023-07-09 13:40:32.809232436
6725,2023-07-09 14:21:08.685616914
6726,2023-07-09 15:01:44.562001392
6727,2023-07-09 15:42:20.438385870
6728,2023-07-09 16:22:56.314770350
6729,2023-07-09 17:03:32.191154828
6730,2023-07-09 17:44:08.067539306
6731,2023-07-09 18:24:43.943923784
6732,2023-07-09 19:05:19.820308262
6733,2023-07-09 19:45:55.696692742
6734,2023-07-09 20:26:31.573077220
6735,2023-07-09 21:07:07.449461698
6736,2023-07-09 21:47:43.325846176
6737,2023-07-09 22:28:19.202230654
6738,2023-07-09 23:08:55.078615132
6739,2023-07-09 23:49:30.954999612
6740,2023-07-10 00:30:06.831384090
6741,2023-07-10 01:10:42.707768568
6742,2023-07-10 01:51:18.584153046
6743,2023-07-10 02:31:54.460537524
6744,2023-07-10 03:12:30.336922002
6745,2023-07-10 03:53:06.213306482
6746,2023-07-10 04:33:42.089690960
6747,2023-07-10 05:14:17.966075438
6748,2023-07-10 05:54:53.842459916
6749,2023-07-10 06:35:29.718844394
6750,2023-07-10 07:16:05.595228874
6751,2023-07-10 07:56:41.471613352
6752,2023-07-10 08:37:17.347997830
6753,2023-07-10 09:17:53.224382308
6754,2023-07-10 09:58:29.100766786
6755,2023-07-10 10:39:04.977151264
6756,2023-07-10 11:19:40.853535744
6757,2023-07-10 12:00:16.729920222
6758,2023-07-10 12:40:52.606304700
6759,2023-07-10 13:21:28.482689178
6760,2023-07-10 14:02:04.359073656
6761,2023-07-10 14:42:40.235458134
6762,2023-07-10 15:23:16.111842614
6763,2023-07-10 16:03:51.988227092
6764,2023-07-10 16:44:27.864611570
6765,2023-07-10 17:25:03.740996048
6766,2023-07-10 18:05:39.617380526
6767,2023-07-10 18:46:15.493765006
6768,2023-07-10 19:26:51.370149484
6769,2023-07-10 20:07:27.246533962
6770,2023-07-10 20:48:03.122918440
6771,2023-07-10 21:28:38.999302918
6772,2023-07-10 22:09:14.875687396
6773,2023-07-10 22:49:50.752071876
6774,2023-07-10 23:30:26.628456354
6775,2023-07-11 00:11:02.504840832
6776,2023-07-11 00:51:38.381225310
6777,2023-07-11 01:32:14.257609788
6778,2023-07-11 02:12:50.133994266
6779,2023-07-11 02:53:26.010378746
6780,2023-07-11 03:34:01.886763224
6781,2023-07-11 04:14:37.763147702
6782,2023-07-11 04:55:13.639532180
6783,2023-07-11 05:35:49.515916658
6784,2023-07-11 06:16:25.392301136
6785,2023-07-11 06:57:01.268685616
6786,2023-07-11 07:37:37.145070094
6787,2023-07-11 08:18:13.021454572
6788,2023-07-11 08:58:48.897839050
6789,2023-07-11 09:39:24.774223528
6790,2023-07-11 10:20:00.650608008
6791,2023-07-11 11:00:36.526992486
6792,2023-07-11 11:41:12.403376964
6793,2023-07-11 12:21:48.279761442
6794,2023-07-11 13:02:24.156145920
6795,2023-07-11 13:43:00.032530398
6796,2023-07-11 14:23:35.908914878
6797,2023-07-11 15:04:11.785299356
6798,2023-07-11 15:44:47.661683834
6799,2023-07-11 16:25:23.538068312
6800,2023-07-11 17:05:59.414452790
6801,2023-07-11 17:46:35.290837268
6802,2023-07-11 18:27:11.167221748
6803,2023-07-11 19:07:47.043606226
6804,2023-07-11 19:48:22.919990704
6805,2023-07-11 20:28:58.796375182
6806,2023-07-11 21:09:34.672759660
6807,2023-07-11 21:50:10.549144140
6808,2023-07-11 22:30:46.425528618
6809,2023-07-11 23:11:22.301913096
6810,2023-07-11 23:51:58.178297574
6811,2023-07-12 00:32:34.054682052
6812,2023-07-12 01:13:09.931066530
6813,2023-07-12 01:53:45.807451010
6814,2023-07-12 02:34:21.683835488
6815,2023-07-12 03:14:57.560219966
6816,2023-07-12 03:55:33.436604444
6817,2023-07-12 04:36:09.312988922
6818,2023-07-12 05:16:45.189373400
6819,2023-07-12 05:57:21.065757880
6820,2023-07-12 06:37:56.942142358
6821,2023-07-12 07:18:32.818526836
6822,2023-07-12 07:59:08.694911314
6823,2023-07-12 08:39:44.571295792
6824,2023-07-12 09:20:20.447680272
6825,2023-07-12 10:00:56.324064750
6826,2023-07-12 10:41:32.200449228
6827,2023-07-12 11:22:08.076833706
6828,2023-07-12 12:02:43.953218184
6829,2023-07-12 12:43:19.829602662
6830,2023-07-12 13:23:55.705987142
6831,2023-07-12 14:04:31.582371620
6832,2023-07-12 14:45:07.458756098
6833,2023-07-12 15:25:43.335140576
6834,2023-07-12 16:06:19.211525054
6835,2023-07-12 16:46:55.087909532
6836,2023-07-12 17:27:30.964294012
6837,2023-07-12 18:08:06.840678490
6838,2023-07-12 18:48:42.717062968
6839,2023-07-12 19:29:18.593447446
6840,2023-07-12 20:09:54.469831924
6841,2023-07-12 20:50:30.346216404
6842,2023-07-12 21:31:06.222600882
6843,2023-07-12 22:11:42.098985360
6844,2023-07-12 22:52:17.975369838
6845,2023-07-12 23:32:53.851754316
6846,2023-07-13 00:13:29.728138794
6847,2023-07-13 00:54:05.604523274
6848,2023-07-13 01:34:41.480907752
6849,2023-07-13 02:15:17.357292230
6850,2023-07-13 02:55:53.233676708
6851,2023-07-13 03:36:29.110061186
6852,2023-07-13 04:17:04.986445664
6853,2023-07-13 04:57:40.862830144
6854,2023-07-13 05:38:16.739214622
6855,2023-07-13 06:18:52.615599100
6856,2023-07-13 06:59:28.491983578
6857,2023-07-13 07:40:04.368368056
6858,2023-07-13 08:20:40.244752536
6859,2023-07-13 09:01:16.121137014
6860,2023-07-13 09:41:51.997521492
6861,2023-07-13 10:22:27.873905970
6862,2023-07-13 11:03:03.750290448
6863,2023-07-13 11:43:39.626674926
6864,2023-07-13 12:24:15.503059406
6865,2023-07-13 13:04:51.379443884
6866,2023-07-13 13:45:27.255828362
6867,2023-07-13 14:26:03.132212840
6868,2023-07-13 15:06:39.008597318
6869,2023-07-13 15:47:14.884981796
6870,2023-07-13 16:27:50.761366276
6871,2023-07-13 17:08:26.637750754
6872,2023-07-13 17:49:02.514135232
6873,2023-07-13 18:29:38.390519710
6874,2023-07-13 19:10:14.266904188
6875,2023-07-13 19:50:50.143288666
6876,2023-07-13 20:31:26.019673146
6877,2023-07-13 21:12:01.896057624
6878,2023-07-13 21:52:37.772442102
6879,2023-07-13 22:33:13.648826580
6880,2023-07-13 23:13:49.525211058
6881,2023-07-13 23:54:25.401595538
6882,2023-07-14 00:35:01.277980016
6883,2023-07-14 01:15:37.154364494
6884,2023-07-14 01:56:13.030748972
6885,2023-07-14 02:36:48.907133450
6886,2023-07-14 03:17:24.783517928
6887,2023-07-14 03:58:00.659902408
6888,2023-07-14 04:38:36.536286886
6889,2023-07-14 05:19:12.412671364
6890,2023-07-14 05:59:48.289055842
6891,2023-07-14 06:40:24.165440320
6892,2023-07-14 07:21:00.041824798
6893,2023-07-14 08:01:35.918209278
6894,2023-07-14 08:42:11.794593756
6895,2023-07-14 09:22:47.670978234
6896,2023-07-14 10:03:23.547362712
6897,2023-07-14 10:43:59.423747190
6898,2023-07-14 11:24:35.300131670
6899,2023-07-14 12:05:11.176516148
6900,2023-07-14 12:45:47.052900626
6901,2023-07-14 13:26:22.929285104
6902,2023-07-14 14:06:58.805669582
6903,2023-07-14 14:47:34.682054060
6904,2023-07-14 15:28:10.558438540
6905,2023-07-14 16:08:46.434823018
6906,2023-07-14 16:49:22.311207496
6907,2023-07-14 17:29:58.187591974
6908,2023-07-14 18:10:34.063976452
6909,2023-07-14 18:51:09.940360930
6910,2023-07-14 19:31:45.816745410
6911,2023-07-14 20:12:21.693129888
6912,2023-07-14 20:52:57.569514366
6913,2023-07-14 21:33:33.445898844
6914,2023-07-14 22:14:09.322283322
6915,2023-07-14 22:54:45.198667802
6916,2023-07-14 23:35:21.075052280
6917,2023-07-15 00:15:56.951436758
6918,2023-07-15 00:56:32.827821236
6919,2023-07-15 01:37:08.704205714
6920,2023-07-15 02:17:44.580590192
6921,2023-07-15 02:58:20.456974672
6922,2023-07-15 03:38:56.333359150
6923,2023-07-15 04:19:32.209743628
6924,2023-07-15 05:00:08.086128106
6925,2023-07-15 05:40:43.962512584
6926,2023-07-15 06:21:19.838897062
6927,2023-07-15 07:01:55.715281542
6928,2023-07-15 07:42:31.591666020
6929,2023-07-15 08:23:07.468050498
6930,2023-07-15 09:03:43.344434976
6931,2023-07-15 09:44:19.220819454
6932,2023-07-15 10:24:55.097203934
6933,2023-07-15 11:05:30.973588412
6934,2023-07-15 11:46:06.849972890
6935,2023-07-15 12:26:42.726357368
6936,2023-07-15 13:07:18.602741846
6937,2023-07-15 13:47:54.479126324
6938,2023-07-15 14:28:30.355510804
6939,2023-07-15 15:09:06.231895282
6940,2023-07-15 15:49:42.108279760
6941,2023-07-15 16:30:17.984664238
6942,2023-07-15 17:10:53.861048716
6943,2023-07-15 17:51:29.737433194
6944,2023-07-15 18:32:05.613817674
6945,2023-07-15 19:12:41.490202152
6946,2023-07-15 19:53:17.366586630
6947,2023-07-15 20:33:53.242971108
6948,2023-07-15 21:14:29.119355586
6949,2023-07-15 21:55:04.995740066
6950,2023-07-15 22:35:40.872124544
6951,2023-07-15 23:16:16.748509022
6952,2023-07-15 23:56:52.624893500
6953,2023-07-16 00:37:28.501277978
6954,2023-07-16 01:18:04.377662456
6955,2023-07-16 01:58:40.254046936
6956,2023-07-16 02:39:16.130431414
6957,2023-07-16 03:19:52.006815892
6958,2023-07-16 04:00:27.883200370
6959,2023-07-16 04:41:03.759584848
6960,2023-07-16 05:21:39.635969326
6961,2023-07-16 06:02:15.512353806
6962,2023-07-16 06:42:51.388738284
6963,2023-07-16 07:23:27.265122762
6964,2023-07-16 08:04:03.141507240
6965,2023-07-16 08:44:39.017891718
6966,2023-07-16 09:25:14.894276196
6967,2023-07-16 10:05:50.770660676
6968,2023-07-16 10:46:26.647045154
6969,2023-07-16 11:27:02.523429632
6970,2023-07-16 12:07:38.399814110
6971,2023-07-16 12:48:14.276198588
6972,2023-07-16 13:28:50.152583068
6973,2023-07-16 14:09:26.028967546
6974,2023-07-16 14:50:01.905352024
6975,2023-07-16 15:30:37.781736502
6976,2023-07-16 16:11:13.658120980
6977,2023-07-16 16:51:49.534505458
6978,2023-07-16 17:32:25.410889938
6979,2023-07-16 18:13:01.287274416
6980,2023-07-16 18:53:37.163658894
6981,2023-07-16 19:34:13.040043372
6982,2023-07-16 20:14:48.916427850
6983,2023-07-16 20:55:24.792812328
6984,2023-07-16 21:36:00.669196808
6985,2023-07-16 22:16:36.545581286
6986,2023-07-16 22:57:12.421965764
6987,2023-07-16 23:37:48.298350242
6988,2023-07-17 00:18:24.174734720
6989,2023-07-17 00:59:00.051119200
6990,2023-07-17 01:39:35.927503678
6991,2023-07-17 02:20:11.803888156
6992,2023-07-17 03:00:47.680272634
6993,2023-07-17 03:41:23.556657112
6994,2023-07-17 04:21:59.433041590
6995,2023-07-17 05:02:35.309426070
6996,2023-07-17 05:43:11.185810548
6997,2023-07-17 06:23:47.062195026
6998,2023-07-17 07:04:22.938579504
6999,2023-07-17 07:44:58.814963982
7000,2023-07-17 08:25:34.691348460
7001,2023-07-17 09:06:10.567732940
7002,2023-07-17 09:46:46.444117418
7003,2023-07-17 10:27:22.320501896
7004,2023-07-17 11:07:58.196886374
7005,2023-07-17 11:48:34.073270852
7006,2023-07-17 12:29:09.949655332
7007,2023-07-17 13:09:45.826039810
7008,2023-07-17 13:50:21.702424288
7009,2023-07-17 14:30:57.578808766
7010,2023-07-17 15:11:33.455193244
7011,2023-07-17 15:52:09.331577722
7012,2023-07-17 16:32:45.207962202
7013,2023-07-17 17:13:21.084346680
7014,2023-07-17 17:53:56.960731158
7015,2023-07-17 18:34:32.837115636
7016,2023-07-17 19:15:08.713500114
7017,2023-07-17 19:55:44.589884592
7018,2023-07-17 20:36:20.466269072
7019,2023-07-17 21:16:56.342653550
7020,2023-07-17 21:57:32.219038028
7021,2023-07-17 22:38:08.095422506
7022,2023-07-17 23:18:43.971806984
7023,2023-07-17 23:59:19.848191464
7024,2023-07-18 00:39:55.724575942
7025,2023-07-18 01:20:31.600960420
7026,2023-07-18 02:01:07.477344898
7027,2023-07-18 02:41:43.353729376
7028,2023-07-18 03:22:19.230113854
7029,2023-07-18 04:02:55.106498334
7030,2023-07-18 04:43:30.982882812
7031,2023-07-18 05:24:06.859267290
7032,2023-07-18 06:04:42.735651768
7033,2023-07-18 06:45:18.612036246
7034,2023-07-18 07:25:54.488420724
7035,2023-07-18 08:06:30.364805204
7036,2023-07-18 08:47:06.241189682
7037,2023-07-18 09:27:42.117574160
7038,2023-07-18 10:08:17.993958638
7039,2023-07-18 10:48:53.870343116
7040,2023-07-18 11:29:29.746727596
7041,2023-07-18 12:10:05.623112074
7042,2023-07-18 12:50:41.499496552
7043,2023-07-18 13:31:17.375881030
7044,2023-07-18 14:11:53.252265508
7045,2023-07-18 14:52:29.128649986
7046,2023-07-18 15:33:05.005034466
7047,2023-07-18 16:13:40.881418944
7048,2023-07-18 16:54:16.757803422
7049,2023-07-18 17:34:52.634187900
7050,2023-07-18 18:15:28.510572378
7051,2023-07-18 18:56:04.386956856
7052,2023-07-18 19:36:40.263341336
7053,2023-07-18 20:17:16.139725814
7054,2023-07-18 20:57:52.016110292
7055,2023-07-18 21:38:27.892494770
7056,2023-07-18 22:19:03.768879248
7057,2023-07-18 22:59:39.645263726
7058,2023-07-18 23:40:15.521648206
7059,2023-07-19 00:20:51.398032684
7060,2023-07-19 01:01:27.274417162
7061,2023-07-19 01:42:03.150801640
7062,2023-07-19 02:22:39.027186118
7063,2023-07-19 03:03:14.903570598
7064,2023-07-19 03:43:50.779955076
7065,2023-07-19 04:24:26.656339554
7066,2023-07-19 05:05:02.532724032
7067,2023-07-19 05:45:38.409108510
7068,2023-07-19 06:26:14.285492988
7069,2023-07-19 07:06:50.161877468
7070,2023-07-19 07:47:26.038261946
7071,2023-07-19 08:28:01.914646424
7072,2023-07-19 09:08:37.791030902
7073,2023-07-19 09:49:13.667415380
7074,2023-07-19 10:29:49.543799858
7075,2023-07-19 11:10:25.420184338
7076,2023-07-19 11:51:01.296568816
7077,2023-07-19 12:31:37.172953294
7078,2023-07-19 13:12:13.049337772
7079,2023-07-19 13:52:48.925722250
7080,2023-07-19 14:33:24.802106730
7081,2023-07-19 15:14:00.678491208
7082,2023-07-19 15:54:36.554875686
7083,2023-07-19 16:35:12.431260164
7084,2023-07-19 17:15:48.307644642
7085,2023-07-19 17:56:24.184029120
7086,2023-07-19 18:37:00.060413600
7087,2023-07-19 19:17:35.936798078
7088,2023-07-19 19:58:11.813182556
7089,2023-07-19 20:38:47.689567034
7090,2023-07-19 21:19:23.565951512
7091,2023-07-19 21:59:59.442335990
7092,2023-07-19 22:40:35.318720470
7093,2023-07-19 23:21:11.195104948
7094,2023-07-20 00:01:47.071489426
7095,2023-07-20 00:42:22.947873904
7096,2023-07-20 01:22:58.824258382
7097,2023-07-20 02:03:34.700642862
7098,2023-07-20 02:44:10.577027340
7099,2023-07-20 03:24:46.453411818
7100,2023-07-20 04:05:22.329796296
7101,2023-07-20 04:45:58.206180774
7102,2023-07-20 05:26:34.082565252
7103,2023-07-20 06:07:09.958949732
7104,2023-07-20 06:47:45.835334210
7105,2023-07-20 07:28:21.711718688
7106,2023-07-20 08:08:57.588103166
7107,2023-07-20 08:49:33.464487644
7108,2023-07-20 09:30:09.340872122
7109,2023-07-20 10:10:45.217256602
7110,2023-07-20 10:51:21.093641080
7111,2023-07-20 11:31:56.970025558
7112,2023-07-20 12:12:32.846410036
7113,2023-07-20 12:53:08.722794514
7114,2023-07-20 13:33:44.599178994
7115,2023-07-20 14:14:20.475563472
7116,2023-07-20 14:54:56.351947950
7117,2023-07-20 15:35:32.228332428
7118,2023-07-20 16:16:08.104716906
7119,2023-07-20 16:56:43.981101384
7120,2023-07-20 17:37:19.857485864
7121,2023-07-20 18:17:55.733870342
7122,2023-07-20 18:58:31.610254820
7123,2023-07-20 19:39:07.486639298
7124,2023-07-20 20:19:43.363023776
7125,2023-07-20 21:00:19.239408254
7126,2023-07-20 21:40:55.115792734
7127,2023-07-20 22:21:30.992177212
7128,2023-07-20 23:02:06.868561690
7129,2023-07-20 23:42:42.744946168
7130,2023-07-21 00:23:18.621330646
7131,2023-07-21 01:03:54.497715124
7132,2023-07-21 01:44:30.374099604
7133,2023-07-21 02:25:06.250484082
7134,2023-07-21 03:05:42.126868560
7135,2023-07-21 03:46:18.003253038
7136,2023-07-21 04:26:53.879637516
7137,2023-07-21 05:07:29.756021996
7138,2023-07-21 05:48:05.632406474
7139,2023-07-21 06:28:41.508790952
7140,2023-07-21 07:09:17.385175430
7141,2023-07-21 07:49:53.261559908
7142,2023-07-21 08:30:29.137944386
7143,2023-07-21 09:11:05.014328866
7144,2023-07-21 09:51:40.890713344
7145,2023-07-21 10:32:16.767097822
7146,2023-07-21 11:12:52.643482300
7147,2023-07-21 11:53:28.519866778
7148,2023-07-21 12:34:04.396251256
7149,2023-07-21 13:14:40.272635736
7150,2023-07-21 13:55:16.149020214
7151,2023-07-21 14:35:52.025404692
7152,2023-07-21 15:16:27.901789170
7153,2023-07-21 15:57:03.778173648
7154,2023-07-21 16:37:39.654558128
7155,2023-07-21 17:18:15.530942606
7156,2023-07-21 17:58:51.407327084
7157,2023-07-21 18:39:27.283711562
7158,2023-07-21 19:20:03.160096040
7159,2023-07-21 20:00:39.036480518
7160,2023-07-21 20:41:14.912864998
7161,2023-07-21 21:21:50.789249476
7162,2023-07-21 22:02:26.665633954
7163,2023-07-21 22:43:02.542018432
7164,2023-07-21 23:23:38.418402910
7165,2023-07-22 00:04:14.294787388
7166,2023-07-22 00:44:50.171171868
7167,2023-07-22 01:25:26.047556346
7168,2023-07-22 02:06:01.923940824
7169,2023-07-22 02:46:37.800325302
7170,2023-07-22 03:27:13.676709780
7171,2023-07-22 04:07:49.553094260
7172,2023-07-22 04:48:25.429478738
7173,2023-07-22 05:29:01.305863216
7174,2023-07-22 06:09:37.182247694
7175,2023-07-22 06:50:13.058632172
7176,2023-07-22 07:30:48.935016650
7177,2023-07-22 08:11:24.811401130
7178,2023-07-22 08:52:00.687785608
7179,2023-07-22 09:32:36.564170086
7180,2023-07-22 10:13:12.440554564
7181,2023-07-22 10:53:48.316939042
