,registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,city,insurance,transmission_type,owner_type,fuel_type,body_type
7394,2017,1248,86739,70.0,5.0,28.0,5.86,7930,6.168500000000008,Ahmedabad,Comprehensive,Automatic,Second Owner,Diesel,Sedan
7395,2012,1995,70000,220.0,5.0,16.0,15.0,7932,14.1165,Chennai,Third Party insurance,Automatic,Second Owner,Diesel,Sedan
7396,2022,1998,10000,250.0,5.0,12.0,68.0,7933,64.4605,Ahmedabad,Third Party insurance,Automatic,First Owner,Petrol,SUV
7397,2023,1462,2100,100.0,5.0,20.0,15.25,7934,15.148500000000002,Delhi,Comprehensive,Automatic,First Owner,Petrol,SUV
7398,2023,1462,1000,100.0,4.0,16.0,17.5,7935,16.4521,Delhi,Comprehensive,Automatic,First Owner,Petrol,SUV
7399,2016,1497,82845,120.0,5.0,18.0,6.65,7936,6.742499999999991,Mumbai,Comprehensive,Automatic,Second Owner,Petrol,Sedan
7400,2020,1248,80000,90.0,5.0,26.0,7.8,7937,7.989499999999993,Lucknow,Third Party insurance,Manual,First Owner,Diesel,SUV
7401,2013,2494,184720,100.0,8.0,12.0,8.9,7938,9.190099999999992,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,MUV
7402,2018,1497,90000,120.0,5.0,18.0,8.0,7939,7.947399999999999,Ahmedabad,Third Party insurance,Automatic,First Owner,Petrol,Sedan
7403,2021,1497,20000,110.0,5.0,18.0,12.5,7940,12.1488,Delhi,Third Party insurance,Manual,First Owner,Petrol,Sedan
7404,2018,1197,55739,80.0,5.0,18.0,6.63,7941,6.126199999999998,Gurgaon,Third Party,Manual,First Owner,Petrol,Hatchback
7405,2014,814,70524,60.0,5.0,22.0,2.2,7942,2.4166999999999965,Bangalore,Third Party,Manual,Third Owner,Petrol,Hatchback
7406,2019,1462,54381,100.0,5.0,20.0,8.05,7943,8.436399999999992,Bangalore,Third Party,Automatic,Second Owner,Petrol,Sedan
7407,2018,1995,39000,190.0,5.0,18.0,36.0,7944,35.17640000000001,Delhi,Third Party insurance,Automatic,Second Owner,Diesel,Sedan
7408,2019,1047,13099,70.0,5.0,24.0,6.25,7945,6.240400000000001,Bangalore,Third Party,Manual,First Owner,Diesel,Sedan
7409,2021,998,82599,60.0,5.0,32.0,6.03,7946,5.891899999999993,Lucknow,Third Party insurance,Manual,First Owner,CNG,Hatchback
7410,2021,999,6478,70.0,5.0,20.0,7.75,7947,7.3336999999999986,Chennai,Comprehensive,Automatic,First Owner,Petrol,SUV
7411,2017,1591,90000,120.0,5.0,16.0,7.5,7948,7.6684,Chennai,Third Party insurance,Manual,Fourth Owner,Petrol,Sedan
7412,2017,1591,62096,120.0,5.0,12.0,9.94,7949,9.550500000000016,Delhi,Third Party,Automatic,Second Owner,Petrol,SUV
7413,2016,1798,37000,180.0,5.0,16.0,11.95,7950,14.341300000000022,Mumbai,Zero Dep,Automatic,First Owner,Petrol,Sedan
7414,2017,1396,90000,90.0,5.0,22.0,4.9,7951,5.452899999999994,Chandigarh,Third Party insurance,Manual,First Owner,Diesel,Hatchback
7415,2022,796,10000,50.0,5.0,22.0,4.9,7952,4.6482999999999945,Ahmedabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7416,2022,999,10000,70.0,5.0,18.0,8.5,7953,8.3832,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,SUV
7417,2017,998,16308,70.0,5.0,20.0,4.46,7954,4.349799999999997,Chennai,Zero Dep,Manual,First Owner,Petrol,Hatchback
7418,2017,1248,120000,90.0,7.0,24.0,8.0,7955,7.5699,Bangalore,Third Party insurance,Manual,Second Owner,Diesel,MUV
7419,2016,1248,82681,90.0,5.0,28.0,6.2,7956,6.177900000000001,Ahmedabad,Zero Dep,Manual,First Owner,Diesel,Sedan
7420,2021,1996,17000,220.0,6.0,12.0,40.0,7957,40.2535,Delhi,Comprehensive,Automatic,First Owner,Diesel,SUV
7421,2019,2143,20120,130.0,5.0,18.0,30.9,7958,29.69600000000004,Delhi,Comprehensive,Automatic,First Owner,Diesel,Sedan
7422,2009,1197,77289,80.0,5.0,20.0,2.5,7959,2.3722,Chennai,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
7423,2014,998,60000,70.0,5.0,20.0,2.45,7960,2.6209999999999978,Lucknow,Third Party insurance,Manual,Third Owner,Petrol,Hatchback
7424,2015,1498,51059,100.0,5.0,26.0,4.75,7961,4.928099999999999,Lucknow,Third Party,Manual,Second Owner,Diesel,Sedan
7425,2018,1248,73763,90.0,5.0,28.0,5.75,7962,6.1222,Delhi,Third Party,Manual,Second Owner,Diesel,Sedan
7426,2015,1248,105506,90.0,7.0,20.0,7.75,7963,7.150400000000001,Bangalore,Comprehensive,Manual,First Owner,Diesel,MUV
7427,2017,1373,58000,90.0,5.0,20.0,6.51,7964,6.384999999999996,Mumbai,Third Party insurance,Manual,First Owner,Petrol,Sedan
7428,2015,1497,56000,120.0,7.0,18.0,5.35,7965,5.648000000000007,Pune,Comprehensive,Manual,Second Owner,Petrol,MUV
7429,2018,1498,39000,120.0,5.0,18.0,9.5,7966,9.2155,Gurgaon,Comprehensive,Automatic,First Owner,Petrol,Sedan
7430,2014,1197,62957,90.0,5.0,20.0,3.91,7967,3.8429000000000055,Gurgaon,Third Party,Manual,First Owner,Petrol,Sedan
7431,2022,1196,38401,70.0,5.0,16.0,6.7,7968,6.213400000000003,Ahmedabad,Third Party insurance,Manual,First Owner,Petrol,Minivans
7432,2018,1497,35606,120.0,5.0,18.0,9.1,7969,8.663300000000012,Pune,Comprehensive,Manual,First Owner,Petrol,Sedan
7433,2013,1248,45000,70.0,5.0,22.0,4.35,7970,4.256300000000003,Mumbai,Comprehensive,Manual,First Owner,Diesel,Hatchback
7434,2015,1995,120000,190.0,5.0,18.0,16.0,7972,16.7711,Chennai,Third Party insurance,Automatic,First Owner,Diesel,Sedan
7435,2018,998,36800,70.0,5.0,20.0,3.6,7975,4.083300000000003,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Hatchback
7436,2021,1197,41795,80.0,5.0,22.0,6.7,7976,7.251100000000003,Chandigarh,Zero Dep,Automatic,First Owner,Petrol,Hatchback
7437,2012,1248,99334,70.0,5.0,20.0,4.07,7977,3.930699999999996,Hyderabad,Third Party,Manual,First Owner,Diesel,Sedan
7438,2023,1498,4500,150.0,5.0,18.0,19.75,7978,23.073500000000003,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Sedan
7439,2015,1798,29000,140.0,5.0,14.0,8.55,7979,8.915199999999988,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Sedan
7440,2018,1197,37302,80.0,5.0,18.0,4.9,7980,5.168199999999993,Gurgaon,Comprehensive,Manual,First Owner,Petrol,Hatchback
7441,2014,1498,95389,100.0,5.0,26.0,4.5,7982,4.336,Mumbai,Third Party,Manual,Second Owner,Diesel,Sedan
7442,2015,998,66445,70.0,5.0,20.0,3.64,7983,3.527299999999995,Hyderabad,Comprehensive,Manual,Second Owner,Petrol,Hatchback
7443,2018,1197,42059,90.0,5.0,22.0,6.64,7984,6.611599999999993,Bangalore,Comprehensive,Automatic,Second Owner,Petrol,Hatchback
7444,2013,2494,830000,100.0,7.0,12.0,8.3,7985,8.012399999999992,Mumbai,Comprehensive,Manual,First Owner,Diesel,MUV
7445,2018,999,16258,70.0,5.0,24.0,3.49,7986,3.611900000000004,Gurgaon,Comprehensive,Automatic,First Owner,Petrol,Hatchback
7446,2012,2993,100000,260.0,5.0,16.0,12.5,7987,15.5775,Chennai,Comprehensive,Automatic,First Owner,Diesel,SUV
7447,2014,2179,110000,140.0,7.0,16.0,5.15,7988,5.237499999999994,Mumbai,Third Party insurance,Manual,Second Owner,Diesel,SUV
7448,2018,1197,39323,80.0,5.0,18.0,7.0,7989,6.710800000000001,Chennai,Comprehensive,Automatic,Second Owner,Petrol,Hatchback
7449,2016,1197,47045,80.0,5.0,18.0,6.09,7990,5.897599999999998,Chennai,Comprehensive,Manual,First Owner,Petrol,Hatchback
7450,2016,2494,80000,100.0,8.0,12.0,11.0,7991,11.7945,Jaipur,Third Party insurance,Manual,First Owner,Diesel,MUV
7451,2014,1498,143185,100.0,5.0,26.0,3.7,7992,3.972299999999996,Chennai,Third Party insurance,Manual,First Owner,Diesel,Sedan
7452,2011,1496,70000,90.0,5.0,18.0,3.25,7993,2.9661,Ahmedabad,Comprehensive,Manual,Second Owner,Petrol,Sedan
7453,2023,998,10000,70.0,5.0,24.0,6.0,7994,5.935699999999998,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7454,2018,1197,81236,80.0,5.0,20.0,5.01,7995,5.199299999999997,Delhi,Zero Dep,Automatic,First Owner,Petrol,Hatchback
7455,2015,2967,36000,240.0,5.0,14.0,12.5,7996,18.3879,Delhi,Comprehensive,Automatic,First Owner,Diesel,Sedan
7456,2018,1368,43323,160.0,5.0,14.0,15.75,7997,15.3656,Jaipur,Comprehensive,Automatic,First Owner,Petrol,SUV
7457,2015,1197,49533,80.0,5.0,18.0,4.4,7998,4.530899999999995,Pune,Comprehensive,Automatic,First Owner,Petrol,Hatchback
7458,2007,796,51200,40.0,4.0,16.0,1.25,7999,1.1774,Chennai,Comprehensive,Manual,Second Owner,Petrol,Hatchback
7459,2012,1497,54627,120.0,5.0,16.0,5.75,8000,5.445999999999999,Bangalore,Comprehensive,Automatic,First Owner,Petrol,Sedan
7460,2010,1197,19000,80.0,5.0,16.0,2.35,8001,2.306499999999998,Mumbai,Third Party,Automatic,Second Owner,Petrol,Hatchback
7461,2011,1248,100000,70.0,5.0,22.0,2.65,8002,2.660000000000002,Ahmedabad,Third Party insurance,Manual,Third Owner,Diesel,Hatchback
7462,2012,1197,50000,80.0,5.0,20.0,1.9,8003,2.0915000000000017,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
7463,2014,1364,147043,70.0,5.0,24.0,2.3,8004,2.5928000000000035,Gurgaon,Not Available,Manual,Second Owner,Diesel,Hatchback
7464,2017,1498,106683,100.0,5.0,22.0,5.72,8005,5.69310000000001,Ahmedabad,Zero Dep,Manual,Second Owner,Diesel,SUV
7465,2020,1199,60000,80.0,5.0,20.0,6.5,8006,6.328100000000001,Delhi,Third Party insurance,Manual,First Owner,Petrol,Sedan
7466,2014,1197,50772,90.0,5.0,22.0,2.87,8007,3.0843000000000025,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
7467,2015,1197,43474,90.0,5.0,18.0,3.8,8008,4.106400000000005,Gurgaon,Comprehensive,Manual,First Owner,Petrol,Hatchback
7468,2011,1197,96609,90.0,5.0,18.0,1.43,8009,1.7927000000000024,Kolkata,Comprehensive,Manual,Second Owner,Petrol,Hatchback
7469,2021,1197,46195,80.0,5.0,22.0,4.96,8010,5.357599999999996,Jaipur,Not Available,Manual,Second Owner,Petrol,Hatchback
7470,2019,1995,60000,190.0,5.0,22.0,35.75,8012,34.0605,Chennai,Comprehensive,Automatic,First Owner,Diesel,Sedan
7471,2015,2967,40000,250.0,4.0,16.0,45.0,8013,37.333400000000005,Delhi,Third Party insurance,Automatic,Second Owner,Diesel,Sedan
7472,2016,1497,80884,120.0,5.0,18.0,6.04,8014,6.221500000000001,Chennai,Comprehensive,Manual,First Owner,Petrol,Sedan
7473,2015,2143,104000,200.0,5.0,12.0,16.0,8015,17.266000000000002,Delhi,Comprehensive,Automatic,Second Owner,Diesel,Sedan
7474,2019,1582,79828,130.0,5.0,22.0,11.4,8016,11.130799999999995,Jaipur,Comprehensive,Automatic,First Owner,Diesel,Sedan
7475,2015,1995,49000,190.0,5.0,18.0,15.0,8017,15.988700000000003,Delhi,Comprehensive,Automatic,Third Owner,Diesel,Sedan
7476,2020,1497,28133,110.0,5.0,16.0,12.75,8018,12.8376,Kolkata,Comprehensive,Automatic,First Owner,Petrol,SUV
7477,2015,1197,100647,80.0,5.0,18.0,3.52,8019,3.936999999999998,Delhi,Third Party,Manual,First Owner,Petrol,Hatchback
7478,2015,1198,77644,90.0,5.0,20.0,3.78,8020,3.792299999999996,Chennai,Comprehensive,Manual,Second Owner,Petrol,Hatchback
7479,2018,1199,67230,90.0,5.0,18.0,6.91,8021,7.389099999999998,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,SUV
7480,2014,1197,80000,80.0,5.0,18.0,4.55,8022,4.442900000000005,Pune,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7481,2020,1462,47522,100.0,6.0,20.0,11.8,8023,11.084999999999988,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,MUV
7482,2018,1368,95933,100.0,5.0,20.0,7.96,8024,7.663800000000005,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Sedan
7483,2013,1396,90000,90.0,5.0,22.0,3.0,8025,2.9912,Gurgaon,Third Party insurance,Manual,Third Owner,Diesel,Hatchback
7484,2013,1248,61000,70.0,5.0,26.0,4.51,8026,4.351599999999998,Ahmedabad,Comprehensive,Manual,First Owner,Diesel,Sedan
7485,2017,2987,38900,250.0,5.0,16.0,39.75,8027,43.13839999999999,Mumbai,Comprehensive,Automatic,Second Owner,Diesel,Sedan
7486,2012,998,120000,60.0,5.0,26.0,2.4,8028,2.410000000000002,Ahmedabad,Third Party insurance,Manual,First Owner,CNG,Hatchback
7487,2014,1498,115842,100.0,5.0,16.0,1.4,8029,1.9853000000000016,Delhi,Comprehensive,Manual,First Owner,Petrol,Sedan
7488,2022,2755,40200,200.0,7.0,8.0,41.9,8031,40.06110000000004,Jaipur,Comprehensive,Manual,First Owner,Diesel,SUV
7489,2022,1199,49551,70.0,5.0,26.0,7.28,8032,7.287399999999992,Lucknow,Zero Dep,Manual,First Owner,CNG,Sedan
7490,2013,1197,77622,90.0,5.0,18.0,4.06,8033,3.791500000000002,Delhi,Third Party,Manual,First Owner,Petrol,Hatchback
7491,2019,1197,21167,80.0,5.0,20.0,3.95,8034,4.468999999999996,Kolkata,Comprehensive,Manual,First Owner,Petrol,Maruti
7492,2020,2996,21000,380.0,5.0,8.0,88.5,8035,93.60049999999995,Gurgaon,Third Party insurance,Automatic,First Owner,Petrol,SUV
7493,2018,2755,123153,170.0,7.0,16.0,27.0,8037,27.4908,Kolkata,Comprehensive,Automatic,Second Owner,Diesel,SUV
7494,2015,1197,52596,80.0,5.0,18.0,4.28,8038,4.493799999999995,Ahmedabad,Comprehensive,Manual,Second Owner,Petrol,Hatchback
7495,2021,1197,77648,80.0,5.0,20.0,8.38,8039,7.834999999999996,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
7496,2022,999,28000,100.0,5.0,18.0,9.95,8040,9.808400000000011,Hyderabad,Third Party insurance,Automatic,First Owner,Petrol,SUV
7497,2009,1061,120000,70.0,5.0,18.0,1.53,8041,1.4601976000000003,Gurgaon,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
7498,2015,624,49000,40.0,4.0,22.0,2.14,8042,2.0296999999999965,Delhi,Comprehensive,Automatic,First Owner,Petrol,Hatchback
7499,2020,1197,18345,90.0,5.0,22.0,7.2,8043,7.389400000000006,Mumbai,Third Party insurance,Automatic,First Owner,Petrol,Sedan
7500,2020,1462,50980,100.0,5.0,18.0,10.85,8045,10.353900000000008,Hyderabad,Comprehensive,Automatic,First Owner,Petrol,SUV
7501,2013,1086,37987,60.0,5.0,18.0,2.26,8046,2.387099999999997,Delhi,Third Party,Manual,First Owner,Petrol,Hatchback
7502,2018,1248,120000,90.0,7.0,26.0,9.5,8047,8.836899999999998,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,MUV
7503,2017,1197,42727,80.0,5.0,20.0,6.76,8048,6.414299999999997,Bangalore,Third Party,Manual,First Owner,Petrol,Sedan
7504,2020,1248,93000,90.0,5.0,24.0,9.0,8049,9.105300000000002,Hyderabad,Third Party insurance,Automatic,Second Owner,Diesel,SUV
7505,2016,1582,128000,130.0,5.0,20.0,9.9,8050,9.53879999999999,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,SUV
7506,2020,1086,12694,70.0,5.0,20.0,5.11,8051,5.215800000000006,Pune,Third Party,Manual,First Owner,Petrol,Hatchback
7507,2014,1197,92299,90.0,5.0,18.0,4.26,8052,4.244099999999996,Hyderabad,Not Available,Manual,First Owner,Petrol,Hatchback
7508,2013,1197,94282,80.0,5.0,18.0,3.03,8053,3.0521999999999974,Gurgaon,Third Party,Manual,First Owner,Petrol,Hatchback
7509,2012,1086,120000,70.0,5.0,20.0,1.5,8054,1.8060000000000005,Jaipur,Third Party insurance,Manual,First Owner,LPG,Hatchback
7510,2018,814,23420,60.0,5.0,22.0,2.92,8055,3.0208999999999997,Pune,Third Party,Manual,First Owner,Petrol,Hatchback
7511,2013,1497,49586,120.0,5.0,16.0,5.1,8056,5.173400000000004,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Sedan
7512,2016,1197,58715,80.0,5.0,18.0,6.98,8058,6.575200000000006,Bangalore,Zero Dep,Manual,First Owner,Petrol,Hatchback
7513,2016,1997,56000,140.0,7.0,16.0,7.75,8059,8.017900000000001,Kolkata,Third Party insurance,Manual,Second Owner,Diesel,SUV
7514,2017,1396,70000,90.0,5.0,22.0,4.3,8060,5.137200000000003,Delhi,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
7515,2019,1197,33236,80.0,5.0,18.0,7.6,8061,7.414700000000007,Jaipur,Zero Dep,Automatic,Second Owner,Petrol,Hatchback
7516,2014,1197,90000,90.0,5.0,20.0,4.7,8063,4.2248999999999945,Ahmedabad,Third Party insurance,Manual,Third Owner,CNG,Sedan
7517,2021,1199,29558,80.0,5.0,20.0,4.32,8064,5.336199999999998,Kolkata,Third Party,Manual,First Owner,Petrol,Hatchback
7518,2021,1956,30000,170.0,7.0,16.0,20.0,8065,19.7155,Delhi,Third Party insurance,Manual,First Owner,Diesel,SUV
7519,2016,1199,42000,70.0,5.0,16.0,4.9,8066,4.831499999999996,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
7520,2017,1199,29000,90.0,5.0,18.0,7.25,8067,7.3079,Mumbai,Comprehensive,Manual,First Owner,Petrol,SUV
7521,2020,1950,30000,190.0,5.0,16.0,57.0,8068,53.70579999999999,Chennai,Comprehensive,Automatic,First Owner,Diesel,Sedan
7522,2020,1462,60000,100.0,5.0,18.0,8.5,8069,8.696599999999998,Jaipur,Comprehensive,Manual,First Owner,Petrol,SUV
7523,2021,1197,12983,90.0,5.0,22.0,7.75,8070,7.569499999999998,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
7524,2014,1198,40000,80.0,5.0,20.0,3.5,8071,3.656599999999999,Pune,Comprehensive,Automatic,First Owner,Petrol,Hatchback
7525,2008,1197,74900,80.0,5.0,20.0,1.9,8072,1.822500000000002,Pune,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
7526,2022,796,10000,50.0,5.0,22.0,4.0,8073,4.125099999999999,Gurgaon,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7527,2005,2354,110000,160.0,5.0,12.0,2.0,8074,2.4633,Bangalore,Third Party insurance,Manual,Third Owner,Petrol,SUV
7528,2019,1582,82074,130.0,5.0,20.0,10.73,8075,10.897000000000007,Ahmedabad,Third Party insurance,Manual,Second Owner,Diesel,SUV
7529,2020,1451,48980,140.0,5.0,14.0,15.85,8076,15.389599999999987,Bangalore,Third Party,Automatic,First Owner,Petrol,SUV
7530,2015,1199,55412,90.0,5.0,20.0,5.63,8077,5.579399999999996,Bangalore,Comprehensive,Automatic,First Owner,Petrol,Hatchback
7531,2011,995,70000,60.0,5.0,16.0,1.6,8078,1.5097999999999985,Jaipur,Third Party insurance,Manual,Second Owner,LPG,Hatchback
7532,2012,1248,99000,70.0,5.0,28.0,4.0,8079,3.4068000000000005,Mumbai,Third Party,Manual,Second Owner,Diesel,Hatchback
7533,2021,2184,80000,130.0,4.0,16.0,10.2,8080,12.484400000000017,Lucknow,Third Party insurance,Manual,Third Owner,Diesel,SUV
7534,2014,1198,89150,90.0,5.0,18.0,3.77,8081,3.7835999999999967,Ahmedabad,Third Party insurance,Manual,First Owner,Petrol,Sedan
7535,2018,799,60000,50.0,5.0,26.0,2.6,8082,2.870999999999999,Mumbai,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7536,2016,1498,90000,110.0,5.0,22.0,6.2,8083,6.1464,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,Hatchback
7537,2011,796,39109,50.0,5.0,20.0,1.86,8085,1.860800000000003,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7538,2017,1498,110000,100.0,5.0,28.0,4.5,8086,5.0177000000000005,Agra,Third Party insurance,Manual,First Owner,Diesel,Hatchback
7539,2022,998,30000,70.0,5.0,24.0,5.8,8087,5.559400000000002,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7540,2015,1497,56152,120.0,5.0,18.0,6.75,8088,6.653899999999998,Gurgaon,Third Party insurance,Automatic,First Owner,Petrol,Sedan
7541,2017,1197,18000,90.0,5.0,18.0,5.6,8089,5.513100000000005,Pune,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7542,2019,1197,59861,80.0,5.0,22.0,6.91,8090,6.894499999999999,Bangalore,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7543,2019,1497,30000,120.0,5.0,18.0,9.5,8091,9.2381,Mumbai,Third Party insurance,Manual,First Owner,Petrol,Sedan
7544,2017,1197,94112,80.0,5.0,20.0,4.81,8092,4.734000000000002,Jaipur,Comprehensive,Manual,First Owner,Petrol,Sedan
7545,2021,2894,7000,440.0,4.0,8.0,94.9,8093,103.82199999999986,Gurgaon,Comprehensive,Automatic,First Owner,Petrol,Coupe
7546,2014,1373,90623,90.0,5.0,20.0,5.85,8094,5.360400000000003,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Sedan
7547,2022,998,4600,70.0,5.0,26.0,6.25,8095,6.245099999999997,Hyderabad,Comprehensive,Automatic,First Owner,Petrol,Hatchback
7548,2016,1496,68000,120.0,5.0,14.0,6.15,8096,6.229699999999991,Delhi,Third Party,Automatic,First Owner,Petrol,SUV
7549,2018,1197,21903,80.0,5.0,18.0,4.52,8097,4.632199999999995,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
7550,2009,2987,100000,210.0,5.0,12.0,11.0,8098,11.672,Mumbai,Third Party insurance,Automatic,Second Owner,Diesel,Sedan
7551,2018,1995,30000,190.0,5.0,22.0,25.0,8099,29.431,Kolkata,Third Party insurance,Automatic,Third Owner,Diesel,Sedan
7552,2015,1498,169259,100.0,5.0,20.0,3.97,8100,4.095700000000005,Chandigarh,Not Available,Manual,First Owner,Diesel,Sedan
7553,2012,1368,70000,90.0,5.0,16.0,2.5,8101,2.6068,Chennai,Third Party insurance,Manual,Second Owner,Petrol,Sedan
7554,2019,1493,60000,100.0,5.0,24.0,9.25,8102,8.775099999999998,Gurgaon,Comprehensive,Manual,First Owner,Diesel,SUV
7555,2018,1497,93198,120.0,5.0,16.0,6.82,8103,6.928700000000005,Delhi,Third Party,Manual,Second Owner,Petrol,SUV
7556,2021,1956,30000,170.0,5.0,14.0,21.0,8104,21.520100000000003,Mumbai,Third Party insurance,Automatic,First Owner,Diesel,SUV
7557,2017,1198,48000,80.0,5.0,20.0,4.25,8106,4.8209,Pune,Third Party,Automatic,First Owner,Petrol,Hatchback
7558,2018,999,81454,80.0,5.0,18.0,5.76,8107,5.795399999999998,Chennai,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7559,2021,1353,20000,140.0,5.0,16.0,17.8,8108,17.57869999999998,Hyderabad,Third Party insurance,Automatic,First Owner,Petrol,SUV
7560,2019,1956,85151,140.0,5.0,16.0,13.75,8110,13.2208,Ahmedabad,Third Party insurance,Manual,First Owner,Diesel,SUV
7561,2022,1993,14500,200.0,5.0,24.0,61.95,8111,61.12049999999992,Mumbai,Third Party insurance,Automatic,First Owner,Diesel,Sedan
7562,2020,999,80000,70.0,7.0,20.0,7.2,8112,6.865000000000004,Delhi,Third Party insurance,Manual,First Owner,Petrol,MUV
7563,2017,1248,77673,70.0,5.0,28.0,5.96,8113,6.014599999999998,Pune,Comprehensive,Manual,First Owner,Diesel,Hatchback
7564,2018,1591,51000,120.0,5.0,16.0,7.99,8114,8.135000000000005,Kolkata,Comprehensive,Manual,First Owner,Petrol,SUV
7565,2014,1197,56553,80.0,5.0,22.0,5.15,8116,5.039599999999994,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
7566,2022,1197,10000,90.0,5.0,22.0,7.0,8117,7.2866,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7567,2021,2998,16050,340.0,4.0,12.0,115.0,8118,109.78,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Sedan
7568,2015,1591,39543,120.0,5.0,12.0,8.17,8119,7.978199999999995,Mumbai,Third Party,Manual,First Owner,Petrol,SUV
7569,2018,998,66387,70.0,5.0,26.0,4.24,8120,4.243900000000003,Gurgaon,Zero Dep,Automatic,Second Owner,Petrol,Hatchback
7570,2015,796,69795,50.0,5.0,22.0,2.75,8121,2.7062,Chennai,Comprehensive,Manual,First Owner,Petrol,Hatchback
7571,2021,1197,25727,110.0,5.0,16.0,9.37,8122,9.901500000000004,Delhi,Third Party,Automatic,First Owner,Petrol,SUV
7572,2018,1995,14955,190.0,5.0,22.0,38.25,8123,40.7633,Bangalore,Third Party insurance,Automatic,First Owner,Diesel,Sedan
7573,2020,1197,50000,90.0,5.0,24.0,6.0,8124,6.041599999999999,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Hatchback
7574,2014,1968,60000,170.0,5.0,18.0,9.0,8125,11.077900000000003,Delhi,Third Party insurance,Automatic,Second Owner,Diesel,Sedan
7575,2019,1197,63173,80.0,5.0,18.0,6.53,8126,6.364799999999992,Ahmedabad,Comprehensive,Manual,First Owner,Petrol,Hatchback
7576,2014,796,31933,50.0,5.0,22.0,2.64,8127,2.6291999999999973,Hyderabad,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
7577,2010,1368,60000,90.0,5.0,16.0,2.7,8128,2.6497999999999964,Bangalore,Third Party insurance,Manual,Third Owner,Petrol,Sedan
7578,2019,1186,63670,70.0,5.0,24.0,4.8,8129,4.918400000000006,Chennai,Third Party insurance,Manual,First Owner,Diesel,Hatchback
7579,2019,1968,21000,190.0,5.0,18.0,38.5,8130,39.6075,Chennai,Comprehensive,Automatic,First Owner,Diesel,Sedan
7580,2010,1197,60000,90.0,5.0,18.0,1.6,8131,1.6817999999999975,Kolkata,Third Party insurance,Manual,Third Owner,Petrol,Hatchback
7581,2017,2179,90000,140.0,7.0,16.0,7.5,8132,8.459499999999998,Mumbai,Third Party insurance,Manual,First Owner,Diesel,SUV
7582,2016,1196,24233,70.0,5.0,16.0,4.24,8133,4.240800000000004,Ahmedabad,Zero Dep,Manual,First Owner,Petrol,Minivans
7583,2017,2487,68000,210.0,5.0,22.0,34.5,8134,30.270600000000005,Delhi,Third Party insurance,Automatic,First Owner,Petrol,Sedan
7584,2019,998,71644,60.0,5.0,32.0,4.6,8135,4.721800000000004,Gurgaon,Third Party,Manual,First Owner,CNG,Hatchback
7585,2008,998,76344,70.0,5.0,18.0,0.63457,8136,0.7051704999999984,Lucknow,Not Available,Manual,First Owner,Petrol,Hatchback
7586,2014,2982,94000,170.0,7.0,12.0,14.25,8137,13.9953,Delhi,Third Party insurance,Automatic,First Owner,Diesel,SUV
7587,2017,1956,52000,170.0,5.0,18.0,15.99,8138,14.382300000000004,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,SUV
7588,2013,814,101412,60.0,5.0,22.0,2.39,8139,2.301799999999997,Chennai,Comprehensive,Manual,First Owner,Petrol,Hatchback
